EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,Attrition
954,36,Female,Research & Development,Research Scientist,Bachelor's,17100,6,0,2,2,1,No,3,Yes
955,43,Female,Human Resources,HR Specialist,Bachelor's,4273,14,0,0,3,4,Yes,8,Yes
956,48,Male,Research & Development,Laboratory Technician,Bachelor's,11498,26,0,4,2,2,Yes,22,Yes
957,32,Female,IT,Software Engineer,High School,4712,0,0,0,2,2,Yes,14,No
958,33,Male,Sales,Manager,Master's,4244,15,1,14,1,1,Yes,10,No
959,33,Female,Research & Development,Laboratory Technician,High School,16825,11,2,6,1,2,No,12,No
960,49,Male,IT,IT Manager,High School,11062,2,0,2,3,1,No,9,Yes
961,48,Female,Sales,Manager,Master's,3714,11,1,1,1,3,No,26,Yes
962,38,Male,Human Resources,Manager,Master's,13856,17,0,1,1,2,Yes,10,No
963,51,Female,Finance,Financial Analyst,Bachelor's,3247,11,2,4,2,1,No,4,No
964,22,Male,IT,IT Manager,Master's,11375,0,0,0,4,2,No,18,Yes
965,36,Female,Sales,Sales Executive,Bachelor's,2670,5,0,2,1,1,No,22,No
966,30,Female,Research & Development,Research Scientist,Master's,7987,1,1,1,2,1,No,23,Yes
967,33,Male,Sales,Manager,Bachelor's,13546,11,3,8,4,1,Yes,7,No
968,59,Male,Sales,Sales Representative,PhD,15856,7,0,0,4,1,No,11,No
969,46,Male,Human Resources,HR Specialist,Bachelor's,11992,24,3,6,2,3,No,25,No
970,37,Female,Finance,Finance Manager,Master's,7595,3,0,0,3,4,No,15,No
971,58,Female,Sales,Manager,Bachelor's,8555,12,2,9,2,3,No,17,No
972,55,Female,Research & Development,Research Scientist,Bachelor's,8696,28,4,6,1,3,No,12,No
973,59,Male,IT,IT Manager,Bachelor's,17880,2,1,1,1,2,No,3,Yes
974,53,Female,Sales,Manager,Bachelor's,7049,21,2,18,1,3,No,26,No
975,47,Female,IT,Software Engineer,Master's,6178,6,1,3,3,1,Yes,25,No
976,52,Male,Research & Development,Laboratory Technician,Bachelor's,16413,13,0,2,4,1,Yes,3,No
977,60,Male,Sales,Manager,Bachelor's,11438,3,2,3,1,4,Yes,7,No
978,42,Male,IT,Software Engineer,Master's,4557,15,0,13,4,1,Yes,22,No
979,57,Female,Sales,Sales Representative,Bachelor's,13287,5,2,4,3,4,No,12,No
980,25,Female,Finance,Finance Manager,Bachelor's,3499,1,1,1,1,2,Yes,28,No
981,57,Female,Research & Development,Laboratory Technician,Master's,4115,5,1,2,3,3,Yes,3,No
982,45,Male,Research & Development,Research Director,Master's,7427,20,9,15,2,2,No,13,No
983,23,Male,Sales,Manager,Bachelor's,6550,3,1,1,2,2,No,16,No
984,35,Female,Sales,Manager,Bachelor's,14030,1,0,0,4,3,Yes,21,No
985,39,Male,Finance,Finance Manager,High School,9963,6,1,6,2,3,Yes,28,No
986,48,Male,Sales,Sales Executive,Bachelor's,7992,17,3,8,3,4,No,17,No
987,29,Female,Sales,Sales Executive,Bachelor's,6596,3,1,1,4,1,No,3,No
988,34,Female,IT,Software Engineer,High School,5773,3,0,0,3,3,Yes,13,No
989,28,Female,Human Resources,HR Specialist,Bachelor's,15002,10,4,9,3,4,Yes,26,No
990,36,Female,Human Resources,HR Executive,Bachelor's,13879,14,0,2,3,2,No,25,Yes
991,25,Male,Sales,Sales Executive,Master's,3111,1,0,1,2,1,No,23,No
992,32,Male,Finance,Finance Manager,Bachelor's,10040,11,0,0,1,1,No,19,No
993,32,Male,IT,IT Support,Bachelor's,12888,6,5,5,2,2,No,13,No
994,26,Male,Research & Development,Research Scientist,Master's,3626,3,1,1,1,1,No,8,Yes
995,39,Male,Research & Development,Laboratory Technician,Master's,8639,5,1,5,1,3,Yes,26,No
996,58,Male,Research & Development,Laboratory Technician,Bachelor's,11283,21,2,4,1,2,Yes,7,Yes
997,47,Female,Sales,Sales Representative,Master's,13523,27,3,17,1,2,No,26,No
998,32,Female,Research & Development,Laboratory Technician,Bachelor's,14819,4,0,1,2,3,No,22,Yes
999,36,Female,Research & Development,Research Scientist,High School,5245,5,1,2,2,2,Yes,17,No
1000,60,Female,Sales,Sales Executive,Bachelor's,7218,32,1,2,1,1,No,4,No
